Name,Ingredients,Making,Link,Glass,Garnish,Type,Flavor
Alpine Negroni,"['1 shot Rutte Dry Gin', '3⁄4 shot Gentian liqueur (e.g. Suze, Salers etc)', '3⁄4 shot Americano Bianco', '1⁄2 shot Bigallet Genepi Grand Tetras', '1⁄6 shot Giffard Menthe Pastille white crème de menthe', '3 dash Lemon bitters', '1 dash Saline solution 4:1 (20g sea salt to 80g water)']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/5414/alpine-negroni,Old-fashioned glass,Rosemary sprig,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 8']"
Anejo Manhattan,"['2 shot Patrón Añejo tequila', '5⁄6 shot Martini Rosso sweet vermouth', '1 dash Angostura Aromatic Bitters', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2249/anejo-manhattan,Martini glass,Salami wrapped Luxardo Maraschino cherry on a pick,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 8']"
Añejo Old Fashioned,"['2 shot Patrón Añejo tequila', '1⁄4 shot Agave syrup', ""8 drop Difford's Margarita Bitters""]","STIR one shot of tequila with three ice cubes (dry to the touch frozen ice, not wet ice) in a glass. Add agave syrup and bitters and two more ice cubes. STIR some more and add another two ice cubes and the rest of the tequila. STIR some more, and if you have room, add more ice.",https://www.diffordsguide.com/cocktails/recipe/3381/anejo-old-fashioned,Old-fashioned glass,Lime or orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Apple Jack (by Sasha Petraske),"['1 1⁄2 shot Applejack brandy bottled-in-bond (50% alc./vol)', '1⁄2 shot Apple juice (apple cider) unsweetened & unfiltered', '1⁄2 shot Lemon juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4729/apple-jack-by-sasha-petraske,Coupe glass,None,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Arte de Volar,"['2 shot Patrón Silver blanco tequila', '1⁄4 shot Crème de violette liqueur', '1⁄4 shot Lavender sugar syrup', '2⁄3 shot Lime juice (freshly squeezed)', ""1⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4072/arte-de-volar,Coupe glass,Lime zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Atholl Brose,"['2 spoon Honey', ""1 1⁄3 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Oat milk / oatmeal water', '1⁄6 shot Drambuie liqueur', '1⁄6 shot Disaronno amaretto', '1⁄3 shot Single cream / half-and-half']","STIR honey with Scotch in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/113/atholl-brose,Coupe glass,Dust with grated nutmeg,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Avion de Papel,"['3⁄4 shot Patrón Silver blanco tequila', '3⁄4 shot Meletti amaro', '3⁄4 shot Bittersweet orange-red aperitivo', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/9889/avion-de-papel,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 8']"
Bacardi Special,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '3⁄4 shot Rutte Dry Gin', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄4 shot Giffard Grenadine syrup', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄3 shot Chilled water (omit if using wet ice)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2143/bacardi-special,Coupe glass,Skewered Luxardo Maraschino cherry,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 4']"
Bamboo Cocktail (Difford's 'Perfect' recipe),"['1 1⁄2 shot Fino sherry', '1 shot Martini Rosso sweet vermouth', '3⁄4 shot Martini Extra Dry vermouth', '1 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3388/bamboo-cocktail-diffords-perfect-recipe,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 6']"
Bamboo Cocktail (Joaquín Simó's recipe),"['1 1⁄2 shot Fino sherry', '1 1⁄2 shot Martini Extra Dry vermouth', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 dash Angostura Aromatic Bitters', '2 dash Orange Bitters by Angostura']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4141/bamboo-cocktail-joaquin-simos-recipe,Coupe glass,Lemon zest twist,,
Banana Calling,"['1 2⁄3 shot Rutte Dry Gin', '5⁄12 shot Giffard Banane du Brésil liqueur', '1⁄3 shot Fino sherry', '5⁄6 shot Lemon juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4564/banana-calling,Nick & Nora glass,None (but perhaps serve with banana chips),,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 7']"
Bananarama,"['3 slice Banana (preferably overripe)', '1 shot Cachaça', '2⁄3 shot Havana Club Especial', '1⁄2 shot Giffard Banane du Brésil liqueur', '1⁄6 shot Nixta liqueur', '1⁄3 shot Fino sherry', '1⁄6 shot Lime juice (freshly squeezed)', '2 drop Saline solution 4:1 (20g sea salt to 80g water)']","MUDDLE banana with cachaça and rum in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/11282/bananarama,Coupe glass,Float banana chip,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Barbary Coast,"[""1 shot Dewar's 12 Year Old Scotch whisky"", '1⁄2 shot Rutte Dry Gin', '3⁄4 shot Dutch Cacao white crème de cacao', '3⁄4 shot Single cream / half-and-half']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/170/barbary-coast,Coupe glass,Dust with freshly grated nutmeg,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 5']"
Barney Barnato Cocktail,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '3⁄4 shot Kina aromatised wine', '3⁄4 shot Lillet Blanc (or other aromatized wine)', '1⁄12 shot Orange Curaçao liqueur', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2274/barney-barnato-cocktail,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Bastille,"['1 1⁄2 shot Armagnac brandy', '3⁄4 shot Lillet Blanc (or other aromatized wine)', '3⁄4 shot Bénédictine D.O.M.', '2 dash Black walnut bitters']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/6855/bastille,Old-fashioned glass,Walnut on rim or resting on ice,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 5']"
Beer on-the-rocks,"['2 shot Byrrh Grand Quinquina', '2 shot British bitter ale']",POUR ingredients into ice-filled glass and stir.,https://www.diffordsguide.com/cocktails/recipe/3458/beer-on-the-rocks,Old-fashioned glass,Orange zest twist,,
Benton's Old Fashioned,"['2 shot Bacon fat-washed bourbon', '1⁄4 shot Maple syrup', '2 dash Angostura Aromatic Bitters']",STIR fat-washed bourbon and maple syrup in base of mixing glass until syrup dissolves. Add bitters and ice and STIR again. Strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/2777/bentons-old-fashioned,Rocks glass,Orange twist,,
Bermondsey Minute,"['2 shot Patrón Reposado tequila', '2⁄3 shot Antica Formula or other well aged sweet vermouth', '1⁄4 shot Luxardo Maraschino liqueur', '1⁄4 shot Lavender sugar syrup', ""2 drops Bob's Lavender Bitters (optional)"", '1⁄3 shot Chilled water (omit if using wet ice)']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3466/bermondsey-minute,Coupe glass,Lemon & orange zest twists (discarded) and float 3 coffee beans,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 5']"
Bitter Jean,"['2 shot Speyside single malt Scotch whisky', '1⁄3 shot Islay single malt (peated) Scotch whisky', '1⁄2 shot Giffard Noir de Bourgogne Cassis', '3⁄4 shot Antica Formula or other well aged sweet vermouth', '8 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4123/bitter-jean,Coupe glass,Two Luxardo Maraschino cherries on stick,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 7']"
Blood and Sand (Classic formula),"[""3⁄4 shot Dewar's 12 Year Old Scotch whisky"", '3⁄4 shot Cherry Heering cherry brandy liqueur', '3⁄4 shot Martini Rosso sweet vermouth', '3⁄4 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/244/blood-and-sand-classic-formula,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Blood and Sand (Difford's recipe),"[""1 shot Dewar's 12 Year Old Scotch whisky"", '3⁄4 shot Cherry Heering cherry brandy liqueur', '3⁄4 shot Martini Rosso sweet vermouth', '1⁄6 shot Islay single malt (peated) Scotch whisky (optional)', '1 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/556/blood-and-sand-diffords-recipe,Coupe glass,Orange zest twist (discarded) & Luxardo Maraschino cherry,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Blooded Knees Cocktail,"['2 shot Rutte Dry Gin', '2⁄3 shot Honey syrup (3 honey to 1 water)', '3⁄4 shot Blood orange juice', '3⁄4 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass. (If using honey rather than honey syrup then use 3 spoons of honey.),https://www.diffordsguide.com/cocktails/recipe/3338/blooded-knees-cocktail,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Bloody Mary (Difford's recipe),"['1⁄2 ring Yellow bell pepper (optional)', '1 1⁄2 shot Ketel One Vodka', '2 1⁄4 shot Tomato juice', '1⁄3 shot Amontillado sherry', '1⁄3 shot Lemon juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2 pinch Celery salt', '3 grind Black pepper', '8 drop Hot pepper sauce (red)', '4 dash Worcestershire sauce']",MUDDLE pepper in base of shaker. Add other ingredients and ice then ROLL (rotate rather than shake) and fine strain into ice-filled glass. Use ice fresh from freezer (rather than ice-machine/ice-well) to fill glass to avoid unwanted dilution.,https://www.diffordsguide.com/cocktails/recipe/2307/bloody-mary-diffords-recipe,Collins glass,"Celery salt & black pepper rim + garnish with celery stick, cherry tomato & strip yellow bell pepper",,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 6']"
Bobby Burns (Difford's own),"[""1 shot Dewar's 12 Year Old Scotch whisky"", '1 shot Martini Rosso sweet vermouth', '1⁄2 shot Bénédictine D.O.M.', ""2 dash Peychaud's or other Creole-style bitters"", '1 dash La Fée Parisienne absinthe']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4109/bobby-burns-diffords-own,Nick & Nora glass,Lemon zest twist (discarded) & slice of shortbread,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 5']"
Bonaparte's Manhattan,"['1 1⁄2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄3 shot Mandarine Napoleon liqueur', '1⁄6 shot Averna Amaro']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4571/bonapartes-manhattan,Coupe glass,Luxardo Maraschino cherry,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 8']"
Boothby Cocktail,"['1 2⁄3 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '5⁄6 shot Martini Rosso sweet vermouth', '1 dash Orange Bitters by Angostura', '2 drop Angostura Aromatic Bitters', '5⁄6 shot Brut champagne or sparkling wine (chilled)']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/13912/boothby-cocktail,Coupe glass,Skewered Luxardo Maraschino cherry,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Bradford Martini,"['2 shot Rutte Dry Gin', '5⁄12 shot Martini Extra Dry vermouth', '2 dash Orange Bitters by Angostura (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/303/bradford-martini,Martini glass,Chilled olive on stick or lemon zest twist,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 9']"
Brandy Sangaree,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '3⁄4 shot Tawny port', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4889/brandy-sangaree,Nick & Nora glass,Dust with freshly grated nutmeg,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Breakfast Club,"['1 spoon Orange marmalade', '1 spoon Honey', '2 shot Bacardi Carta Blanca light rum', '1 shot Lapsang Souchong tea (cold)']","STIR honey and marmalade with rum until dissolved. Add tea, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/2320/breakfast-club,Martini glass,Lemon zest twist,,
Breakfast Martini,"['1 spoon Orange marmalade', '1 2⁄3 shot Rutte Dry Gin', '1⁄2 shot De Kuyper Triple Sec (40%)', '1⁄2 shot Lemon juice (freshly squeezed)']","STIR marmalade with gin in base of shaker until it dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass.",https://www.diffordsguide.com/cocktails/recipe/322/breakfast-martini,Martini glass,Orange zest twist & slice of toast on rim,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Brooklyn (Grohusko's original),"['1 1⁄2 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1 1⁄2 shot Martini Rosso sweet vermouth', '1⁄6 shot Amer Picon', '1⁄6 shot Luxardo Maraschino liqueur', '1⁄3 shot Chilled water']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3621/brooklyn-grohuskos-original,Coupe glass,Skewered Luxardo maraschino cherry,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 6']"
Brooklyn's Finest,"['1 shot Rémy Martin 1738 Cognac', '1 shot Straight rye whiskey (100 proof / 50% alc./vol.)', '1⁄2 shot Vermouth amaro', ""1⁄3 shot Difford's Falernum liqueur"", '3 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3875/brooklyns-finest,Nick & Nora glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Brown Derby,"['1 1⁄2 shot Bourbon whiskey', '1 shot Pink grapefruit juice (freshly squeezed)', '1⁄3 shot Maple syrup']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3246/brown-derby,Coupe glass,Grapefruit zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Cachaça Fruit Cup (Difford's Cup No.10),"['5⁄6 shot Cachaça', '5⁄6 shot Orange Curaçao liqueur', '5⁄6 shot Martini Rosso sweet vermouth', '2 dash Angostura Aromatic Bitters', '1 2⁄3 shot Thomas Henry Ginger Ale', '1 2⁄3 shot Cola (e.g. Coca Cola or Pepsi Cola)']",POUR all ingredients into glass. Half fill glass with ice. Add a citrus slice and a couple of mint leaves from garnish before filling to brim with ice. Finish with rest of garnish.,https://www.diffordsguide.com/cocktails/recipe/4213/cachaca-fruit-cup-diffords-cup-no10,Collins glass,"Lemon, orange & strawberry slices, mint sprig & borage",,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Caipirinha,"['1⁄2 fresh Lime (fresh) (chopped)', '3 spoon Powdered sugar (ground in mortar and pestle)', '3⁄4 shot Chilled water (omit if using wet ice)', '2 shot Cachaça (from freezer)']","1. Cut a ripe lime in half (from pole to pole) and remove the core from each half by cutting a cut a v-shaped grove. You'll need one-half of the lime per drink and this should be chopped into wedges and each wedge chopped in half before dropping the resulting 6 or 8 lime chunks into the base tin of a shaker.

2. Add 3 bar spoons powdered sugar (or ½oz / 15ml sugar syrup 2:1) and MUDDLE.

3. If using cubed ice straight from the freezer, add chilled water (or optionally add fruit of choice) and MUDDLE some more. If using watery ice then omit some or all of the water/juice.

4. When sure the lime's juice is fully extracted and the sugar dissolved, POUR the muddled fruit and sugar into serving glass (preferably a 30cl / 10oz highball glass).

5. POUR cachaça (stored in the freezer) into the shaker tin used to muddle and swirl to rinse tin before pouring cachaça into serving glass. STIR to mix with other ingredients.

6. If using cubed ice, crack (rather than crush) four to five large ice cubes using an Ice Tapper and drop into serving glass. STIR before topping with more ice and serve with a stirrer (but no straws).",https://www.diffordsguide.com/cocktails/recipe/354/caipirinha,Highball (max 10oz/300ml),"Stirrer (spoon, wooden lolly stick or stick cut from sugar cane)",,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Canchànchara,"['2 shot Havana Club 3 Year Old rum', '1⁄2 shot Lime juice (freshly squeezed)', '2⁄3 shot Honey syrup (3 honey to 1 water)']",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/570/canchanchara,Old-fashioned glass,Lime wedge,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Carlton Banks,"['1 shot Rémy Martin 1738 Cognac', '1 shot Cherry Heering cherry brandy liqueur', '2 dash Orange Bitters by Angostura', ""2 drop Boker's bitters"", '1 1⁄2 shot Brut champagne or sparkling wine']",STIR first 4 ingredients with ice and strain into chilled glass. Top with chilled champagne.,https://www.diffordsguide.com/cocktails/recipe/3961/carlton-banks,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 9']"
Carta Switchel,"['1 shot Bacardi Carta Blanca light rum', '1 shot Bacardi Gold rum', '1 shot Pink grapefruit juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄6 shot Fernet liqueur', '1⁄12 shot Apple Cider vinegar']",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,https://www.diffordsguide.com/cocktails/recipe/3892/carta-switchel,Collins glass,Mint sprig bouquet & grapefruit zest twist,,"['Gentle 0 - Boozy 10: 4', 'Sweet 0 - Dry/Sour 10: 6']"
Celery Century,"['1 2⁄3 shot Rutte Celery Dry Gin', '1 shot Americano Bianco', '1⁄3 shot Celery saccharum (celery syrup)', '1⁄3 shot Lemon juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/5267/celery-century,Coupe glass,Orange zest twist (discarded) & tip of flowering celery stalk,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
